geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
4688,-23.66686728,-46.69227218,são paulo,SP
4643,-23.64817092,-46.68519758,sao paulo,SP
4636,-23.63545753,-46.67820734,sao paulo,SP
4639,-23.6383193,-46.68194893,sao paulo,SP
4690,-23.67374799,-46.69440053,sao paulo,SP
4692,-23.6744618,-46.68681965,sao paulo,SP
4764,-23.67351283,-46.71412404,sao paulo,SP
4709,-23.63049467,-46.69176868,são paulo,SP
4751,-23.64888216,-46.70805442,sao paulo,SP
4711,-23.6279171,-46.70291844,são paulo,SP
4719,-23.63301514,-46.70610495,sao paulo,SP
4754,-23.65383348,-46.72035167,sao paulo,SP
4794,-23.6633621,-46.68204811,sao paulo,SP
4707,-23.6263588,-46.69321425,sao paulo,SP
4741,-23.65486302,-46.6997529,sao paulo,SP
4784,-23.69141548,-46.71266158,sao paulo,SP
4763,-23.66900466,-46.71802455,sao paulo,SP
4704,-23.62247884,-46.6898112,sao paulo,SP
4776,-23.68930041,-46.70065807,sao paulo,SP
4737,-23.64575851,-46.69631898,sao paulo,SP
4752,-23.65399523,-46.71349689,sao paulo,SP
4734,-23.64666879,-46.70170205,sao paulo,SP
4730,-23.64171596,-46.72018976,sao paulo,SP
4727,-23.64507232,-46.71287657,sao paulo,SP
4773,-23.68154255,-46.70780575,sao paulo,SP
4703,-23.62007135,-46.6934651,são paulo,SP
4747,-23.65759442,-46.6989063,sao paulo,SP
4708,-23.62880268,-46.69123743,são paulo,SP
4716,-23.6353912,-46.69683581,são paulo,SP
4787,-23.69800956,-46.70836983,são paulo,SP
4714,-23.63175896,-46.69967548,são paulo,SP
4766,-23.67397186,-46.70915652,sao paulo,SP
4743,-23.65257705,-46.70547397,sao paulo,SP
4755,-23.64753516,-46.71457279,sao paulo,SP
4750,-23.64428946,-46.70145747,sao paulo,SP
4718,-23.63223359,-46.70564659,sao paulo,SP
4781,-23.69081489,-46.70642512,sao paulo,SP
4742,-23.65041932,-46.6984038,são paulo,SP
4726,-23.63580787,-46.71209826,sao paulo,SP
4757,-23.65087351,-46.71841117,sao paulo,SP
4745,-23.65786269,-46.70405185,sao paulo,SP
4705,-23.62112666,-46.69541191,sao paulo,SP
4756,-23.64666482,-46.72038326,são paulo,SP
4724,-23.64600583,-46.70615173,sao paulo,SP
4767,-23.67943152,-46.70596083,sao paulo,SP
4728,-23.64007778,-46.7150561,sao paulo,SP
4715,-23.63437199,-46.69705974,são paulo,SP
4717,-23.62797102,-46.71095885,sao paulo,SP
4739,-23.64445281,-46.7000752,sao paulo,SP
4788,-23.70308199,-46.70994655,sao paulo,SP
4775,-23.68159758,-46.70296155,sao paulo,SP
4774,-23.68589527,-46.70593795,sao paulo,SP
4713,-23.62628751,-46.70726774,são paulo,SP
4738,-23.64061867,-46.69656571,sao paulo,SP
4771,-23.68060874,-46.7114101,sao paulo,SP
4735,-23.6502392,-46.70260824,sao paulo,SP
4702,-23.63570362,-46.69536425,sao paulo,SP
4729,-23.63762116,-46.7190618,são paulo,SP
4753,-23.65677048,-46.71340468,sao paulo,SP
4785,-23.69435938,-46.70958093,sao paulo,SP
4795,-23.68181717,-46.69358762,sao paulo,SP
4746,-23.66072976,-46.70779649,sao paulo,SP
4710,-23.62525572,-46.69674107,sao paulo,SP
4782,-23.693986,-46.70188324,sao paulo,SP
4770,-23.6832096,-46.71476098,são paulo,SP
4777,-23.69407315,-46.69628212,sao paulo,SP
4772,-23.685012,-46.71462148,sao paulo,SP
4720,-23.63564553,-46.70581333,são paulo,SP
4736,-23.6466948,-46.69861348,sao paulo,SP
4762,-23.66328485,-46.72122993,sao paulo,SP
4768,-23.67217641,-46.71235296,são paulo,SP
4722,-23.63943728,-46.70454714,sao paulo,SP
4748,-23.65106946,-46.68970124,são paulo,SP
4765,-23.67330385,-46.71281894,sao paulo,SP
4721,-23.64287906,-46.70028345,sao paulo,SP
4723,-23.64524193,-46.70359923,são paulo,SP
4789,-23.708808,-46.71090201,sao paulo,SP
4740,-23.64984652,-46.6944198,sao paulo,SP
4701,-23.64121685,-46.69870963,sao paulo,SP
4733,-23.63665699,-46.69477974,são paulo,SP
4761,-23.66259317,-46.71798317,sao paulo,SP
4760,-23.6618947,-46.71730169,sao paulo,SP
4792,-23.70160491,-46.70250075,sao paulo,SP
4725,-23.64416521,-46.70495116,sao paulo,SP
4744,-23.65756076,-46.70784572,são paulo,SP
4783,-23.69545962,-46.70038836,sao paulo,SP
4786,-23.70360861,-46.70516338,são paulo,SP
4778,-23.63223359,-46.70564659,sao paulo,SP
4779,-23.66023431,-46.72039021,são paulo,SP
4880,-23.788251,-46.76573025,são paulo,SP
4849,-23.740974,-46.6701885,são paulo,SP
4850,-23.74625253,-46.67700178,são paulo,SP
4870,-23.74951023,-46.75972519,sao paulo,SP
4836,-23.74292622,-46.71005995,são paulo,SP
4891,-23.82965468,-46.73017408,sao paulo,SP
4884,-23.81153767,-46.72457954,sao paulo,SP
4844,-23.7498181,-46.69876375,sao paulo,SP
4883,-23.80580888,-46.73853284,sao paulo,SP
4856,-23.77240945,-46.69414154,sao paulo,SP
4802,-23.70709798,-46.70194689,sao paulo,SP
4890,-23.82258715,-46.72784828,sao paulo,SP
4812,-23.71191919,-46.68725185,sao paulo,SP
4827,-23.72140329,-46.70056068,sao paulo,SP
4809,-23.71992046,-46.69320856,sao paulo,SP
4843,-23.74028612,-46.69436741,sao paulo,SP
4826,-23.72249832,-46.70598983,sao paulo,SP
4864,-23.76763047,-46.72150166,sao paulo,SP
4848,-23.73442752,-46.6774605,sao paulo,SP
4851,-23.75344504,-46.66921268,sao paulo,SP
4821,-23.72423806,-46.68778662,sao paulo,SP
4810,-23.71300797,-46.69256516,sao paulo,SP
4814,-23.72109091,-46.67226127,são paulo,SP
4896,-23.85636848,-46.70718371,sao paulo,SP
4822,-23.74185457,-46.68272015,sao paulo,SP
4807,-23.71444691,-46.69728555,sao paulo,SP
4842,-23.74422548,-46.6834856,são paulo,SP
4805,-23.7153512,-46.70368051,sao paulo,SP
4852,-23.76521722,-46.67316765,sao paulo,SP
4857,-23.78361703,-46.68314049,sao paulo,SP
4830,-23.73212029,-46.69979194,sao paulo,SP
4816,-23.704596,-46.68698475,sao paulo,SP
4829,-23.73353564,-46.71168574,sao paulo,SP
4847,-23.75465744,-46.69717847,sao paulo,SP
4888,-23.83099203,-46.73809349,sao paulo,SP
4860,-23.75463879,-46.71328253,sao paulo,SP
4895,-23.86359003,-46.71203078,sao paulo,SP
4820,-23.73465891,-46.6868584,sao paulo,SP
4811,-23.70965016,-46.69257464,sao paulo,SP
4841,-23.74114012,-46.69050874,sao paulo,SP
4866,-23.78832003,-46.72136605,sao paulo,SP
4855,-23.77162822,-46.68156963,sao paulo,SP
4824,-23.72766538,-46.69280975,sao paulo,SP
4858,-23.77317271,-46.71780954,sao paulo,SP
4832,-23.73553691,-46.71694437,sao paulo,SP
4833,-23.7441001,-46.70674982,sao paulo,SP
4815,-23.70689245,-46.69166124,sao paulo,SP
4813,-23.71840542,-46.68541966,sao paulo,SP
4837,-23.7422368,-46.70405514,sao paulo,SP
4867,-23.79199616,-46.72871171,sao paulo,SP
4803,-23.71549172,-46.71210549,são paulo,SP
4853,-23.77506357,-46.67412326,sao paulo,SP
4831,-23.73548553,-46.71254468,sao paulo,SP
4823,-23.72582938,-46.69231989,sao paulo,SP
4808,-23.71410367,-46.7046042,são paulo,SP
4854,-23.56810218,-46.68548426,sao paulo,SP
4835,-23.73826412,-46.70185721,sao paulo,SP
4863,-23.76091823,-46.70711584,sao paulo,SP
4801,-23.71332362,-46.69851378,sao paulo,SP
4872,-23.78971396,-46.64172256,sao paulo,SP
4865,-23.78034104,-46.71195343,sao paulo,SP
4845,-23.74699524,-46.69558713,são paulo,SP
4846,-23.75888911,-46.67853726,sao paulo,SP
4877,-23.88095614,-46.64662913,sao paulo,SP
4893,-23.8790822,-46.73888064,sao paulo,SP
4840,-23.75343691,-46.68440911,sao paulo,SP
4892,-23.85204927,-46.71544006,sao paulo,SP
4828,-23.72471325,-46.70587279,são paulo,SP
4859,-23.767482,-46.705472,sao paulo,SP
4894,-23.8850861,-46.75730494,sao paulo,SP
4897,-23.65235227,-46.70702726,sao paulo,SP
4875,-23.82295251,-46.6989804,são paulo,SP
4806,-23.71081735,-46.70266116,sao paulo,SP
4862,-23.76273602,-46.70045218,sao paulo,SP
4898,-23.68352697,-46.7537515,são paulo,SP
4881,-23.7860505,-46.72743525,sao paulo,SP
4882,-23.81056609,-46.74934371,sao paulo,SP
4886,-23.83466196,-46.75797448,sao paulo,SP
4949,-23.72079665,-46.76943336,são paulo,SP
4912,-23.68334568,-46.74428159,sao paulo,SP
4913,-23.67819995,-46.74077856,sao paulo,SP
4932,-23.67977512,-46.75675399,sao paulo,SP
4966,-23.72845489,-46.78409307,sao paulo,SP
4929,-23.70020816,-46.76737707,sao paulo,SP
4911,-23.68384378,-46.73903091,sao paulo,SP
4904,-23.67208977,-46.73956616,são paulo,SP
4917,-23.68726697,-46.74885509,sao paulo,SP
4951,-23.72742535,-46.7559689,sao paulo,SP
4965,-23.73666253,-46.77593941,sao paulo,SP
4937,-23.68697951,-46.76072726,sao paulo,SP
4902,-23.67014297,-46.729163,sao paulo,SP
4918,-23.68998492,-46.74113023,sao paulo,SP
4914,-23.67564747,-46.74390112,são paulo,SP
4920,-23.69152722,-46.75794005,sao paulo,SP
4942,-23.69897662,-46.77651168,sao paulo,SP
4909,-23.67633521,-46.73820999,são paulo,SP
4960,-23.72641379,-46.78781365,sao paulo,SP
4950,-23.72722105,-46.76656292,sao paulo,SP
4943,-23.70449972,-46.78541733,sao paulo,SP
4948,-23.70288936,-46.78277476,são paulo,SP
4947,-23.72032223,-46.75862491,sao paulo,SP
4961,-23.7388671,-46.79579339,são paulo,SP
4940,-23.69084023,-46.76464177,sao paulo,SP
4930,-23.67762266,-46.75190879,são paulo,SP
4939,-23.69011126,-46.77166407,sao paulo,SP
4941,-23.70423712,-46.77697082,sao paulo,SP
4905,-23.6759055,-46.75188111,são paulo,SP
4944,-23.71020951,-46.7776643,sao paulo,SP
4938,-23.68875498,-46.7610488,sao paulo,SP
4931,-23.68086465,-46.75490223,são paulo,SP
4945,-23.71591453,-46.78193516,sao paulo,SP
4915,-23.68225484,-46.75069807,sao paulo,SP
4916,-23.68501818,-46.75172318,sao paulo,SP
4933,-23.68254307,-46.76357973,sao paulo,SP
4963,-23.74944116,-46.78147166,sao paulo,SP
4923,-23.70550594,-46.7480837,sao paulo,SP
4935,-23.68324859,-46.76706282,são paulo,SP
4952,-23.71893748,-46.75316268,sao paulo,SP
4925,-23.704695,-46.74536251,sao paulo,SP
4910,-23.68493474,-46.73936142,sao paulo,SP
4926,-23.70534535,-46.74050034,sao paulo,SP
4953,-23.72156909,-46.75485337,são paulo,SP
4921,-23.69579599,-46.74936635,sao paulo,SP
4962,-23.73160878,-46.78563862,sao paulo,SP
4922,-23.6890029,-46.73645445,sao paulo,SP
4919,-23.69242708,-46.76232096,sao paulo,SP
4928,-23.70946709,-46.72948817,sao paulo,SP
4906,-23.67555011,-46.75526494,sao paulo,SP
4955,-23.76218298,-46.68431269,sao paulo,SP
5050,-23.5228435,-46.69802078,sao paulo,SP
5019,-23.53594113,-46.68319567,sao paulo,SP
5065,-23.51896871,-46.69873775,sao paulo,SP
5018,-23.534811,-46.68102,sao paulo,SP
5038,-23.51268038,-46.70247868,sao paulo,SP
5006,-23.53300053,-46.67177582,são paulo,SP
5046,-23.52430666,-46.6977809,sao paulo,SP
5089,-23.52005402,-46.72500948,sao paulo,SP
5056,-23.53330919,-46.70506311,sao paulo,SP
5027,-23.53806877,-46.69659706,sao paulo,SP
5051,-23.5270775,-46.696482,sao paulo,SP
5022,-23.53691573,-46.69061522,sao paulo,SP
5036,-23.51132296,-46.69314639,sao paulo,SP
5044,-23.53288107,-46.69371365,sao paulo,SP
5013,-23.53844954,-46.66877617,sao paulo,SP
5093,-23.5156961,-46.7189676,sao paulo,SP
5048,-23.53047429,-46.69443416,são paulo,SP
5057,-23.53179207,-46.7062335,sao paulo,SP
5025,-23.53206184,-46.68902834,sao paulo,SP
5011,-23.52978726,-46.69112834,são paulo,SP
5054,-23.53845815,-46.70371842,sao paulo,SP
5010,-23.53357949,-46.68218908,sao paulo,SP
5004,-23.53286044,-46.66790718,sao paulo,SP
5047,-23.52593862,-46.69979303,sao paulo,SP
5037,-23.51382951,-46.68939269,são paulo,SP
5079,-23.52574388,-46.70847758,sao paulo,SP
5026,-23.53381188,-46.69166881,sao paulo,SP
5005,-23.53299703,-46.66955725,são paulo,SP
5072,-23.52500725,-46.7060075,sao paulo,SP
5059,-23.53382741,-46.71294325,sao paulo,SP
5001,-23.52550859,-46.68024004,sao paulo,SP
5007,-23.53712947,-46.66847945,sao paulo,SP
5042,-23.52478238,-46.70347573,sao paulo,SP
5074,-23.52046615,-46.70555717,são paulo,SP
5033,-23.52327986,-46.68673223,sao paulo,SP
5017,-23.53730986,-46.67876645,sao paulo,SP
5083,-23.53200229,-46.71904941,sao paulo,SP
5034,-23.51189879,-46.68252776,são paulo,SP
5049,-23.52561395,-46.70062007,sao paulo,SP
5020,-23.53560657,-46.6847272,são paulo,SP
5043,-23.52601627,-46.68975373,sao paulo,SP
5016,-23.53618519,-46.67656522,sao paulo,SP
5087,-23.52391655,-46.72623062,sao paulo,SP
5009,-23.53396543,-46.67875919,sao paulo,SP
5012,-23.53790629,-46.68116589,sao paulo,SP
5015,-23.53152003,-46.66820715,sao paulo,SP
5021,-23.5339987,-46.68496714,sao paulo,SP
5069,-23.51400875,-46.70914871,são paulo,SP
5023,-23.52701535,-46.68269826,sao paulo,SP
5077,-23.52347555,-46.7067126,são paulo,SP
5002,-23.5307732,-46.67293771,sao paulo,SP
5024,-23.52859502,-46.6852956,sao paulo,SP
5076,-23.52160232,-46.71147172,sao paulo,SP
5060,-23.5266138,-46.7064928,sao paulo,SP
5075,-23.52207796,-46.71051177,sao paulo,SP
5081,-23.52853323,-46.71164191,sao paulo,SP
5053,-23.54007396,-46.70051864,sao paulo,SP
5055,-23.53503194,-46.70415462,são paulo,SP
5088,-23.52199901,-46.72220881,sao paulo,SP
5014,-23.53827528,-46.6706429,sao paulo,SP
5061,-23.53961683,-46.70566372,sao paulo,SP
5041,-23.52389562,-46.69145992,são paulo,SP
5092,-23.51150231,-46.71448716,são paulo,SP
5058,-23.53296821,-46.7082928,são paulo,SP
5030,-23.54107478,-46.69219307,sao paulo,SP
5008,-23.53091557,-46.68060942,são paulo,SP
5045,-23.52926148,-46.69391178,sao paulo,SP
5078,-23.52213635,-46.71729428,são paulo,SP
5095,-23.51199219,-46.71667435,sao paulo,SP
5028,-23.53934004,-46.69341229,são paulo,SP
5086,-23.52383012,-46.72474582,são paulo,SP
5073,-23.52273597,-46.70539611,sao paulo,SP
5084,-23.53084304,-46.72235837,são paulo,SP
5003,-23.52783538,-46.67703533,sao paulo,SP
5085,-23.52544329,-46.73008486,sao paulo,SP
5094,-23.51115531,-46.71899832,sao paulo,SP
5068,-23.51430134,-46.70255352,sao paulo,SP
5082,-23.53013745,-46.71762082,são paulo,SP
5029,-23.54166654,-46.69424822,sao paulo,SP
5080,-23.52798443,-46.7145633,sao paulo,SP
5052,-23.5305727,-46.70172944,sao paulo,SP
5040,-23.51337964,-46.70640538,sao paulo,SP
5035,-23.50974552,-46.71949865,sao paulo,SP
5122,-23.50337601,-46.73530196,sao paulo,SP
5159,-23.48444503,-46.75315986,sao paulo,SP
5136,-23.49827816,-46.74702409,sao paulo,SP
5141,-23.49065998,-46.72847644,sao paulo,SP
5145,-23.50604921,-46.7173774,sao paulo,SP
5110,-23.48579395,-46.74628616,sao paulo,SP
5114,-23.50824002,-46.75195725,sao paulo,SP
5118,-23.51662749,-46.73178195,são paulo,SP
5186,-23.43235638,-46.75211055,sao paulo,SP
5171,-23.47846083,-46.74780027,sao paulo,SP
5182,-23.44887083,-46.74639311,sao paulo,SP
5126,-23.50126798,-46.739648,sao paulo,SP
5187,-23.44184566,-46.75536156,sao paulo,SP
5183,-23.45200418,-46.75236881,sao paulo,SP
5120,-23.51304337,-46.73351942,são paulo,SP
5138,-23.48525373,-46.73312975,são paulo,SP
5132,-23.5055149,-46.74392071,sao paulo,SP
5185,-23.44697897,-46.74722941,sao paulo,SP
5117,-23.51155027,-46.74458314,são paulo,SP
5133,-23.48911979,-46.74154474,sao paulo,SP
5101,-23.50403914,-46.73111399,sao paulo,SP
5106,-23.51383136,-46.73820044,são paulo,SP
5158,-23.49189995,-46.76073602,sao paulo,SP
5181,-23.4554384,-46.74349258,sao paulo,SP
5157,-23.48524398,-46.76420788,sao paulo,SP
5134,-23.48904962,-46.7452462,sao paulo,SP
5135,-23.49710313,-46.74907264,sao paulo,SP
5102,-23.51697651,-46.75078278,sao paulo,SP
5140,-23.4904751,-46.72489456,sao paulo,SP
5164,-23.47443926,-46.75620756,sao paulo,SP
5172,-23.48237871,-46.74202659,são paulo,SP
5160,-23.48437898,-46.75592936,sao paulo,SP
5174,-23.4816814,-46.74096266,sao paulo,SP
5162,-23.47731451,-46.75830806,sao paulo,SP
5103,-23.51623095,-46.753611,sao paulo,SP
5154,-23.50040531,-46.75280303,sao paulo,SP
5116,-23.51307803,-46.74562403,são paulo,SP
5131,-23.4970924,-46.74571311,sao paulo,SP
5142,-23.49541407,-46.7264323,sao paulo,SP
5128,-23.49375735,-46.74053054,sao paulo,SP
5127,-23.49599428,-46.74245332,sao paulo,SP
5108,-23.50729011,-46.75750703,sao paulo,SP
5124,-23.50398193,-46.73753474,sao paulo,SP
5165,-23.48307564,-46.75308835,sao paulo,SP
5175,-23.47673162,-46.73855731,sao paulo,SP
5115,-23.51030969,-46.75326898,sao paulo,SP
5180,-23.46034976,-46.74846259,sao paulo,SP
5109,-23.50178706,-46.76046988,sao paulo,SP
5105,-23.51233814,-46.7586682,sao paulo,SP
5143,-23.497086,-46.72484557,sao paulo,SP
5123,-23.50632268,-46.73652873,sao paulo,SP
5161,-23.48523336,-46.75543234,sao paulo,SP
5176,-23.4674544,-46.74821765,sao paulo,SP
5125,-23.50739524,-46.74054094,sao paulo,SP
5119,-23.48807462,-46.73805292,sao paulo,SP
5170,-23.4829944,-46.75069977,sao paulo,SP
5144,-23.49969804,-46.72253733,sao paulo,SP
5121,-23.50609758,-46.73241238,são paulo,SP
5139,-23.48970853,-46.73110674,sao paulo,SP
5163,-23.482407,-46.764512,sao paulo,SP
5107,-23.52033683,-46.74862061,sao paulo,SP
5184,-23.65700621,-46.69464166,sao paulo,SP
5104,-23.51553419,-46.75651449,sao paulo,SP
5112,-23.46116414,-46.78110543,sao paulo,SP
5177,-23.46968504,-46.74804682,são paulo,SP
5113,-23.4262835,-46.78775572,sao paulo,SP
5173,-23.47987882,-46.74231814,sao paulo,SP
5207,-23.39907641,-46.75061852,sao paulo,SP
5267,-23.44010657,-46.78960912,são paulo,SP
5203,-23.40640497,-46.74298263,são paulo,SP
5283,-23.43290355,-46.77436391,sao paulo,SP
5271,-23.42808085,-46.79365921,sao paulo,SP
5209,-23.41155757,-46.75099624,sao paulo,SP
5272,-23.4428445,-46.80045,sao paulo,SP
5206,-23.40564191,-46.7603711,sao paulo,SP
5223,-23.40992192,-46.73902419,são paulo,SP
5273,-23.44084563,-46.80689734,sao paulo,SP
5204,-23.40795736,-46.75246061,sao paulo,SP
5212,-23.41369743,-46.74724175,sao paulo,SP
5280,-23.43621877,-46.77230588,sao paulo,SP
5282,-23.43785728,-46.77966227,sao paulo,SP
5202,-23.4020112,-46.74960083,sao paulo,SP
5205,-23.41144745,-46.76513942,são paulo,SP
5276,-23.4863455,-46.4159025,sao paulo,SP
5281,-23.43273729,-46.77710366,são paulo,SP
5270,-23.5556519,-46.68779515,sao paulo,SP
5266,-23.44665078,-46.80201477,sao paulo,SP
5210,-23.41966073,-46.75236756,sao paulo,SP
5268,-23.43548555,-46.79097199,são paulo,SP
5201,-23.51239824,-46.40778961,são paulo,SP
5208,-23.41232547,-46.75241168,sao paulo,SP
5265,-23.44990215,-46.78940701,são paulo,SP
5275,-23.437883,-46.80800892,sao paulo,SP
5211,-23.40996927,-46.75868107,sao paulo,SP
5220,-23.40170631,-46.72363528,sao paulo,SP
5269,-23.43263929,-46.79012446,sao paulo,SP
5215,-23.39189863,-46.73535957,sao paulo,SP
5240,-23.43045129,-46.76459718,sao paulo,SP
5274,-23.43609461,-46.80240852,sao paulo,SP
5264,-23.44639634,-46.78477118,sao paulo,SP
5263,-23.4330089,-46.58138587,sao paulo,SP
5224,-23.41306019,-46.74366315,sao paulo,SP
5279,-23.5427985,-46.577862,sao paulo,SP
5386,-23.5635303,-46.75860867,sao paulo,SP
5396,-23.57520735,-46.77326427,sao paulo,SP
5303,-23.52650857,-46.73170278,sao paulo,SP
5338,-23.55570627,-46.74931042,sao paulo,SP
5326,-23.54360918,-46.75779992,sao paulo,SP
5302,-23.53212581,-46.72569925,sao paulo,SP
5345,-23.550858,-46.74574296,sao paulo,SP
5315,-23.53294984,-46.73139373,são paulo,SP
5376,-23.58173099,-46.76460229,sao paulo,SP
5313,-23.53244479,-46.74182384,sao paulo,SP
5334,-23.54647686,-46.74783491,são paulo,SP
5353,-23.55911866,-46.75165994,sao paulo,SP
5323,-23.5359654,-46.75672948,sao paulo,SP
5374,-23.58157637,-46.76010086,sao paulo,SP
5308,-23.5280879,-46.74475687,sao paulo,SP
5356,-23.5633776,-46.7528754,sao paulo,SP
5360,-23.56515356,-46.74203691,são paulo,SP
5363,-23.57642039,-46.7446113,são paulo,SP
5340,-23.55138377,-46.75587985,sao paulo,SP
5348,-23.5441763,-46.73971195,sao paulo,SP
5350,-23.57905316,-46.76900387,sao paulo,SP
5344,-23.55437923,-46.74577458,sao paulo,SP
5367,-23.5759373,-46.7552486,sao paulo,SP
5321,-23.53373245,-46.75059487,são paulo,SP
5358,-23.5716181,-46.75061129,sao paulo,SP
5399,-23.57264366,-46.78006259,sao paulo,SP
5352,-23.55460557,-46.75819126,sao paulo,SP
5311,-23.53105502,-46.74460103,são paulo,SP
5305,-23.52883469,-46.73348006,sao paulo,SP
5372,-23.58316603,-46.76124388,são paulo,SP
5364,-23.5766686,-46.75063384,sao paulo,SP
5307,-23.52320039,-46.73896974,sao paulo,SP
5331,-23.54472225,-46.75024714,sao paulo,SP
5359,-23.57055395,-46.74469365,sao paulo,SP
5346,-23.55520719,-46.74582801,sao paulo,SP
5335,-23.54685622,-46.75453196,sao paulo,SP
5398,-23.57401822,-46.77661801,são paulo,SP
5397,-23.58181422,-46.77389402,sao paulo,SP
5329,-23.5409025,-46.7434498,sao paulo,SP
5382,-23.57336804,-46.76341376,sao paulo,SP
5336,-23.54459332,-46.75355604,são paulo,SP
5314,-23.5349487,-46.73391596,sao paulo,SP
5328,-23.54929384,-46.75267103,sao paulo,SP
5330,-23.54180763,-46.74545281,sao paulo,SP
5319,-23.5433698,-46.7322736,sao paulo,SP
5368,-23.57759684,-46.75329855,sao paulo,SP
5351,-23.55810175,-46.75729205,sao paulo,SP
5387,-23.56543228,-46.76565776,sao paulo,SP
5365,-23.57835035,-46.7455144,são paulo,SP
5379,-23.56465765,-46.75373166,sao paulo,SP
5332,-23.5478008,-46.74821081,sao paulo,SP
5366,-23.57291262,-46.75972404,sao paulo,SP
5304,-23.52390914,-46.73540416,sao paulo,SP
5371,-23.58359494,-46.75418221,sao paulo,SP
5337,-23.55174077,-46.74990571,sao paulo,SP
5318,-23.53670706,-46.72863616,sao paulo,SP
5388,-23.5687874,-46.76055683,sao paulo,SP
5316,-23.5349487,-46.73391596,são paulo,SP
5325,-23.54120541,-46.75833341,sao paulo,SP
5347,-23.553882,-46.73898134,sao paulo,SP
5333,-23.54464915,-46.74523516,sao paulo,SP
5301,-23.53374861,-46.721861,são paulo,SP
5381,-23.57117299,-46.76156231,sao paulo,SP
5362,-23.57226678,-46.74167016,sao paulo,SP
5361,-23.56455688,-46.74788683,sao paulo,SP
5322,-23.53870849,-46.75107211,sao paulo,SP
5324,-23.54217411,-46.75592728,sao paulo,SP
5339,-23.5516913,-46.75755734,são paulo,SP
5317,-23.54059935,-46.73249489,sao paulo,SP
5312,-23.5286118,-46.73583178,sao paulo,SP
5327,-23.54469737,-46.75702036,sao paulo,SP
5343,-23.55267243,-46.7508023,sao paulo,SP
5373,-23.58398813,-46.76005794,são paulo,SP
5310,-23.54333639,-46.73492199,são paulo,SP
5369,-23.57055395,-46.74469365,sao paulo,SP
5428,-23.55998249,-46.69797343,sao paulo,SP
5409,-23.55547675,-46.67548531,são paulo,SP
5470,-23.53803131,-46.72582985,sao paulo,SP
5406,-23.55575213,-46.67446254,sao paulo,SP
5414,-23.56372625,-46.68074872,são paulo,SP
5405,-23.55869477,-46.67321482,são paulo,SP
5418,-23.56420016,-46.68979979,sao paulo,SP
5423,-23.57042235,-46.69256021,sao paulo,SP
5416,-23.55501491,-46.69227418,sao paulo,SP
5417,-23.56536319,-46.68764025,sao paulo,SP
5415,-23.56396574,-46.68179815,são paulo,SP
5449,-23.54542439,-46.70479774,sao paulo,SP
5424,-23.57125772,-46.69633123,são paulo,SP
5442,-23.54191093,-46.69769741,sao paulo,SP
5422,-23.56790086,-46.69203653,sao paulo,SP
5429,-23.56350295,-46.69917055,sao paulo,SP
5452,-23.54387863,-46.70758623,são paulo,SP
5435,-23.55327789,-46.6893865,são paulo,SP
5419,-23.56460272,-46.69092556,sao paulo,SP
5410,-23.55465034,-46.67437133,sao paulo,SP
5427,-23.56288136,-46.69656051,sao paulo,SP
5466,-23.55051616,-46.71891752,são paulo,SP
5448,-23.54724611,-46.70007506,sao paulo,SP
5462,-23.55776997,-46.7053803,são paulo,SP
5411,-23.5587692,-46.67743726,sao paulo,SP
5433,-23.55753393,-46.68942744,sao paulo,SP
5459,-23.55823224,-46.70226235,sao paulo,SP
5438,-23.54625068,-46.6909964,são paulo,SP
5434,-23.55915852,-46.6924852,sao paulo,SP
5458,-23.54333379,-46.7156563,sao paulo,SP
5468,-23.53916706,-46.71731557,sao paulo,SP
5443,-23.54865426,-46.69468554,sao paulo,SP
5477,-23.55217115,-46.72178057,sao paulo,SP
5450,-23.54887935,-46.70528502,sao paulo,SP
5465,-23.55406967,-46.71428382,sao paulo,SP
5469,-23.54175424,-46.71901757,são paulo,SP
5441,-23.5489327,-46.69399157,sao paulo,SP
5413,-23.55998526,-46.67937773,sao paulo,SP
5432,-23.55156725,-46.69325969,são paulo,SP
5412,-23.56235711,-46.67628833,são paulo,SP
5467,-23.54419845,-46.71684317,sao paulo,SP
5455,-23.53689214,-46.71311138,sao paulo,SP
5445,-23.550651,-46.69978398,são paulo,SP
5408,-23.55699979,-46.68046621,sao paulo,SP
5436,-23.5526451,-46.68261305,sao paulo,SP
5461,-23.54395567,-46.72276896,sao paulo,SP
5402,-23.5708425,-46.6905825,são paulo,SP
5451,-23.54341627,-46.70487563,sao paulo,SP
5421,-23.56624626,-46.69120188,sao paulo,SP
5425,-23.57380284,-46.69770324,sao paulo,SP
5404,-23.55996702,-46.67722842,sao paulo,SP
5401,-23.55739051,-46.6664079,sao paulo,SP
5446,-23.55505322,-46.70007391,sao paulo,SP
5437,-23.54423884,-46.69384466,sao paulo,SP
5407,-23.55516972,-46.67758739,sao paulo,SP
5420,-23.56863061,-46.68800591,sao paulo,SP
5439,-23.54899442,-46.689433,sao paulo,SP
5403,-23.55851373,-46.66867985,sao paulo,SP
5472,-23.549589,-46.718019,sao paulo,SP
5426,-23.56660452,-46.69490337,sao paulo,SP
5454,-23.544102,-46.710332,sao paulo,SP
5471,-23.53824788,-46.72530352,sao paulo,SP
5453,-23.5440169,-46.70861601,sao paulo,SP
